stringsfile version 1
3752
str_no_string NO_STRING!
str_oasis_village_alt_prosperity_20 Few_villagers_can_be_seen_tending_to_the_palm_groves,_and_in_places,_the_desert_dunes_appear_to_be_encroaching_on_the_gardens._Many_of_the_canals_are_clogged_with_silt,_and_the_wells_and_cisterns_are_filled_with_sand.
str_oasis_village_alt_prosperity_40 Men_and_women_are_busy_tending_the_palm_groves,_climbing_to_the_tops_of_trees_to_pollinate_the_fruit._Healthy_animals_draw_the_pumps_and_wheels_that_bring_water_to_the_fields._Some_of_the_irrigation_canals_and_cisterns,_however,_could_use_some_maintenance.
str_oasis_village_alt_prosperity_60 The_palm_groves_and_orchards_are_humming_with_activity._Farmers_call_to_each_other_cheerfully_from_the_tops_of_the_trees,_where_they_pollinate_the_date_fruit._The_creak_of_wooden_pumps,_the_bellowing_of_draft_animals,_and_the_rush_of_flowing_water_speak_of_an_irrigation_system_that_is_thriving_under_the_villagers'_attention.
str_oasis_village_alt_prosperity_80 The_palm_groves_are_humming_with_activity,_as_farmers_load_up_a_bumper_crop_of_dates_for_sale_to_the_market._Men_and_women_are_hard_at_work_digging_new_wells_and_canals,_to_bring_additional_land_under_irrigation.
str_acres_grain acres_of_grainfields
str_acres_orchard acres_of_orchards_and_vineyards
str_acres_oasis acres_of_irrigated_oasis_gardens
str_looms looms
str_boats boats
str_head_cattle head_of_cattle
str_head_sheep head_of_sheep
str_mills mills
str_kilns kilns
str_pans pans
str_deposits deposits
str_hives hives
str_breweries breweries
str_presses presses
str_smithies smithies
str_caravans overland_caravans
str_traps traps
str_gardens small_gardens
str_tanneries tanning_vats
str_master_miller Master_miller
str_master_brewer Master_brewer
str_master_presser Master_presser
str_master_smith Master_smith
str_master_tanner Master_tanner
str_master_weaver Master_weaver
str_master_dyer Master_dyer
str_war_report_minus_4 we_are_about_to_lose_the_war
str_war_report_minus_3 the_situation_looks_bleak
str_war_report_minus_2 things_aren't_going_too_well_for_us
str_war_report_minus_1 we_can_still_win_the_war_if_we_rally
str_war_report_0 we_are_evenly_matched_with_the_enemy
str_war_report_plus_1 we_have_a_fair_chance_of_winning_the_war
str_war_report_plus_2 things_are_going_quite_well
str_war_report_plus_3 we_should_have_no_difficulty_defeating_them
str_war_report_plus_4 we_are_about_to_win_the_war
str_persuasion_summary_very_bad You_try_your_best_to_persuade_{s50},_but_none_of_your_arguments_seem_to_come_out_right._Every_time_you_start_to_make_sense,_you_seem_to_say_something_entirely_wrong_that_puts_you_off_track._By_the_time_you_finish_speaking_you've_failed_to_form_a_single_coherent_point_in_your_own_favour,_and_you_realise_that_all_you've_done_was_dig_yourself_deeper_into_a_hole._Unsurprisingly,_{s50}_does_not_look_impressed.
str_persuasion_summary_bad You_try_to_persuade_{s50},_but_{reg51?she:he}_outmanoeuvres_you_from_the_very_start._Even_your_best_arguments_sound_hollow_to_your_own_ears._{s50},_likewise,_has_not_formed_a_very_high_opinion_of_what_you_had_to_say.
str_persuasion_summary_average {s50}_turns_out_to_be_a_skilled_speaker_with_a_keen_mind,_and_you_can't_seem_to_bring_forth_anything_concrete_that_{reg51?she:he}_cannot_counter_with_a_rational_point._In_the_end,_neither_of_you_manage_to_gain_any_ground_in_this_discussion.
str_persuasion_summary_good Through_quick_thinking_and_smooth_argumentation,_you_manage_to_state_your_case_well,_forcing_{s50}_to_concede_on_several_points._However,_{reg51?she:he}_still_expresses_doubts_about_your_request.
str_persuasion_summary_very_good You_deliver_an_impassioned_speech_that_echoes_through_all_listening_ears_like_poetry._The_world_itself_seems_to_quiet_down_in_order_to_hear_you_better_._The_inspiring_words_have_moved_{s50}_deeply,_and_{reg51?she:he}_looks_much_more_well-disposed_towards_helping_you.
str_secret_sign_1 The_armoire_dances_at_midnight...
str_secret_sign_2 I_am_selling_these_fine_Chinese_tapestries._Would_you_like_to_buy_some?
str_secret_sign_3 The_friend_of_a_friend_sent_me...
str_secret_sign_4 The_wind_blows_hard_from_the_east_and_the_river_runs_red...
str_countersign_1 But_does_he_dance_for_the_dresser_or_the_candlestick?
str_countersign_2 Yes_I_would,_do_you_have_any_in_blue?
str_countersign_3 But,_my_friend,_your_friend's_friend_will_never_have_a_friend_like_me.
str_countersign_4 Have_you_been_sick?
str_name_1 Minemaru
str_name_2 Horenbo
str_name_3 Shogoro
str_name_4 Kankuro
str_name_5 Masatoshi
str_name_6 Shinkuro
str_name_7 Norihide
str_name_8 Doan
str_name_9 Haruyuki
str_name_10 Ichibei
str_name_11 Takichi
str_name_12 Densuke
str_name_13 Denbei
str_name_14 Yoroku
str_name_15 Kanetoyo
str_name_16 Shimotsuke
str_name_17 Daizen
str_name_18 Genko
str_name_19 Kanzaemon
str_name_20 Kanbei
str_name_21 Sadamitsu
str_name_22 Sadayuki
str_name_23 Sadahisa
str_name_24 Nobukata
str_name_25 Shoho
str_surname_1 {s50}_of_Izumi
str_surname_2 {s50}_of_Kawachi
str_surname_3 {s50}_of_Settsu
str_surname_4 {s50}_of_Yamashiro
str_surname_5 {s50}_of_Yamato
str_surname_6 {s50}_of_Iga
str_surname_7 {s50}_of_Noto
str_surname_8 {s50}_of_Kai
str_surname_9 {s50}_of_Musashi
str_surname_10 {s50}_of_Sagami
str_surname_11 {s50}_of_Shimosa
str_surname_12 {s50}_of_Suruga
str_surname_13 {s50}_of_Mino
str_surname_14 {s50}_of_Owari
str_surname_15 {s50}_of_Echigo
str_surname_16 {s50}_of_Shinano
str_surname_17 {s50}_of_Omi
str_surname_18 {s50}_of_Mikawa
str_surname_19 {s50}_of_Aki
str_surname_20 {s50}_of_Bizen
str_surname_21 {s50}_the_Priest
str_surname_22 {s50}_the_Monk
str_surname_23 {s50}_the_Heretic
str_surname_24 {s50}_the_Yamabushi
str_surname_25 {s50}_the_Beggar
str_surname_26 {s50}_the_Jizamurai
str_surname_27 {s50}_the_Oil_Merchant
str_surname_28 {s50}_the_Christian
str_surname_29 {s50}_the_Pirate
str_surname_30 {s50}_the_Porter
str_surname_31 {s50}_the_Shinobi
str_surname_32 {s50}_of_Tosa
str_surname_33 {s50}_of_Awaji
str_surname_34 {s50}_of_Sado
str_surname_35 {s50}_the_Ainu
str_surname_36 {s50}_the_Ryukyuan
str_surname_37 {s50}_of_Izu
str_surname_38 {s50}_of_Hyuga
str_surname_39 {s50}_of_Tsushima
str_surname_40 {s50}_of_Satsuma
str_surname_41 {s50}_of_Kaga
str_surnames_end surnames_end
str_number_of_troops_killed_reg1 Number_of_troops_killed:_{reg1}
str_number_of_troops_wounded_reg1 Number_of_troops_wounded:_{reg1}
str_number_of_own_troops_killed_reg1 Number_of_friendly_troops_killed:_{reg1}
str_number_of_own_troops_wounded_reg1 Number_of_friendly_troops_wounded:_{reg1}
str_retreat Retreat!
str_siege_continues Fighting_Continues...
str_casualty_display Your_casualties:_{s10}^Enemy_casualties:_{s11}{s12}
str_casualty_display_hp ^You_were_wounded_for_{reg1}_hit_points.
str_quest_log_updated Quest_log_has_been_updated...
str_banner_selection_text You_have_been_awarded_the_right_to_carry_a_banner._Your_banner_will_signify_your_status_and_bring_you_honour._Which_banner_do_you_want_to_choose?
str_retirement_text_1 Only_too_late_do_you_realise_that_your_money_won't_last._It_doesn't_take_you_long_to_fritter_away_what_little_you_bothered_to_save,_and_you_fare_poorly_in_several_desperate_attempts_to_start_adventuring_again._You_end_up_a_beggar_in_{s9},_living_on_alms_and_the_charity_of_a_temple.
str_retirement_text_2 Only_too_late_do_you_realise_that_your_money_won't_last._It_doesn't_take_you_long_to_fritter_away_what_little_you_bothered_to_save._Once_every_mon_has_evaporated_in_your_hands_you_are_forced_to_start_a_life_of_crime_in_the_backstreets_of_{s9},_using_your_skills_to_eke_out_a_living_robbing_coppers_from_women_and_poor_townsmen.
str_retirement_text_3 Only_too_late_do_you_realise_that_your_money_won't_last._It_doesn't_take_you_long_to_fritter_away_what_little_you_bothered_to_save,_and_you_end_up_a_penniless_drifter,_going_from_inn_to_inn_blagging_drinks_from_indulgent_patrons_by_regaling_them_with_war_stories_that_no_one_ever_believes.
str_retirement_text_4 The_silver_you've_saved_doesn't_last_long,_but_you_manage_to_put_together_enough_to_buy_some_land_near_the_village_of_{s7}._There_you_become_a_free_farmer,_and_you_soon_begin_to_attract_potential_{wives/husbands}._In_time_the_villagers_come_to_treat_you_as_their_local_hero._You_always_receive_a_place_of_honour_at_feasts,_and_your_exploits_are_told_and_retold_in_the_pubs_and_taverns_so_that_the_children_may_keep_a_memory_of_you_for_ever_and_ever.
str_retirement_text_5 The_silver_you've_saved_doesn't_last_long,_but_it's_enough_to_buy_a_small_inn_at_{s9}._Although_the_locals_are_wary_of_you_at_first,_they_soon_accept_you_into_their_midst._In_time_your_growing_inn_becomes_a_popular_feast_hall_and_meeting_place._People_come_for_miles_to_eat_or_stay_there_due_to_your_sheer_renown_and_the_epic_stories_you_tell_of_your_adventuring_days.
str_retirement_text_6 You've_saved_wisely_throughout_your_career,_and_now_your_silver_and_your_intelligence_allow_you_to_make_some_excellent_investments_to_cement_your_future._After_buying_several_shops_and_warehouses_in_{s9},_your_shrewdness_turns_you_into_one_of_the_most_prominent_merchants_in_town,_and_you_soon_become_a_wealthy_{man/woman}_known_as_much_for_your_trading_empire_as_your_exploits_in_battle.
str_retirement_text_7 As_a_landed_samurai,_however_minor,_your_future_is_all_but_assured._You_settle_in_your_holdfast_at_{s7},_administrating_the_village_and_fields,_adjudicating_the_local_courts_and_fulfilling_your_obligations_to_your_overlord._Occasionally_your_overlord_calls_you_to_muster_and_command_in_his_campaigns,_but_these_stints_are_brief,_and_you_never_truly_return_to_the_adventuring_of_your_younger_days._You_have_already_made_your_fortune._With_your_own_hall_and_holdings,_you've_few_wants_that_your_personal_wealth_and_the_income_of_your_lands_cannot_afford_you.
str_retirement_text_8 There_is_no_question_that_you've_done_very_well_for_yourself._Your_extensive_holdings_and_adventuring_wealth_are_enough_to_guarantee_you_a_rich_and_easy_life_for_the_rest_of_your_days._Retiring_to_your_mansion_in_{s8},_you_exchange_adventure_for_politics,_and_you_soon_establish_yourself_as_a_considerable_power_in_your_overlord's_domain._With_intrigue_to_busy_yourself_with,_your_own_forests_to_hunt,_a_hall_to_feast_in_and_a_hundred_fine_war_stories_to_tell,_you_have_little_trouble_making_the_best_of_the_years_that_follow.
str_retirement_text_9 As_a_reward_for_your_competent_and_loyal_service,_your_overlord_decrees_that_you_be_given_a_court_title_and_join_the_fudai_daimyo_of_the_realm._Soon_you_complete_your_investitute_as_lord_of_{s7}_han,_and_you_become_one_of_your_overlord's_close_advisors_and_adjutants._Your_renown_garners_you_much_subtle_pull_and_influence_as_well_as_overt_political_power._Now_you_spend_your_days_playing_the_games_of_power,_administering_your_great_fiefs,_and_recounting_the_old_times_of_adventure_and_glory.
str_retirement_text_10 Though_you_started_from_humble_beginnings,_your_overlord_holds_you_in_high_esteem,_and_a_ripple_of_shock_passes_through_the_realm_when_he_names_you_to_the_hereditary_title_of_fudai_daimyo_of_{s9}._Vast_fiefs_and_fortunes_are_now_yours_to_rule._You_quickly_become_your_overlord's_most_trusted_advisor,_almost_his_equal_and_charged_with_much_of_the_running_of_his_realm,_and_you_sit_in_your_own_splendourous_palace_as_one_of_the_most_powerful_figures_in_Japan.
str_loot_village attack_innocent_villagers
str_steal_from_villagers steal_from_poor_villagers
str_rob_caravan rob_a_merchant_caravan
str_sell_slavery sell_people_into_slavery
str_men_hungry run_out_of_food
str_men_unpaid not_be_able_to_pay_the_men
str_excessive_casualties turn_every_battle_into_a_bloodbath_for_our_side
str_surrender surrender_to_the_enemy
str_flee_battle run_from_battle
str_pay_bandits pay_off_common_bandits
str_fail_quest fail_a_quest_which_we_undertook_on_word_of_honour
str_squander_money squander_money_given_to_us_in_trust
str_murder_merchant involve_ourselves_in_cold-blooded_murder
str_round_up_serfs round_up_peasants_on_behalf_of_some_samurai
str_battle_fate_1 We_were_separated_in_the_heat_of_battle
str_battle_fate_2 I_was_wounded_and_left_for_dead
str_battle_fate_3 I_was_knocked_senseless_by_the_enemy
str_battle_fate_4 I_was_taken_and_held_for_ransom
str_battle_fate_5 I_got_captured,_but_later_managed_to_escape
str_npc_morale_report I'm_{s6}_your_choice_of_companions,_{s7}_your_style_of_leadership,_and_{s8}_the_general_state_of_affairs
str_happy happy_about
str_content content_with
str_concerned concerned_about
str_not_happy not_at_all_happy_about
str_miserable downright_appalled_at
str_morale_reg1 _Morale:_{reg1}
str_bar_enthusiastic ___________________Enthusiastic
str_bar_content ______________Content
str_bar_weary __________Weary
str_bar_disgruntled _____Disgruntled
str_bar_miserable __Miserable
str_here_plus_space here_
str_npc1_intro Hello_there,_{sir/madam}._Have_a_drink_on_me.
str_npc2_intro Hello_there,_{sir/madam}._You_wouldn't_by_chance_be_in_search_of_a_fencing_instructor_to_hire,_would_you?_Or_a_gardener,_perhaps?
str_npc3_intro Ohayo_gozaimasu!
str_npc4_intro Greetings._I_am_Muso_Gonnosuke,_of_the_most_ancient_and_venerable_jojutsu_school_of_Shinto_Muso-ryu.
str_npc5_intro Greetings,_traveller._Would_you_join_me_for_a_drink?
str_npc6_intro I_am_lost..._lost...
str_npc7_intro Yes?_Keep_your_distance,_by_the_way.
str_npc8_intro What_do_you_want?
str_npc9_intro You_there,_good_{man/woman},_could_you_please_serve_me_a_cup_of_sake?
str_npc10_intro Greetings_there,_{Brother/Sister}!_Here's_to_the_doom_and_downfall_of_all_samurai!
str_npc11_intro Ho_there,_traveller._You_wouldn't_by_chance_be_in_the_market_for_a_tracker,_would_you?
str_npc12_intro Greetings,_fellow_traveller._Perhaps_you_can_help_me.
str_npc13_intro Greetings,_traveller._I_am_Teruyo._No_doubt_you_will_have_heard_of_me.
str_npc14_intro Yes?_What_is_it_you_wish?
str_npc15_intro Oh!_Say,_friend,_are_you_by_chance_heading_out_of_town_anytime_soon?
str_npc16_intro Hello_there._From_the_look_of_you,_I'd_say_you're_expecting_to_get_into_some_fights_in_the_near_future._Are_you_by_any_chance_looking_for_some_help?
str_npc17_intro What_do_YOU_want?
str_npc18_intro Greetings,_traveller!_What_country_do_you_hail_from?
str_npc19_intro Howdy.
str_npc20_intro Buy_me_a_drink,_stranger.
str_npc21_intro Ugh!_Where_can_you_get_meat_in_this_God-forsaken_country?_I_thought_it_was_terrible_when_the_Spanish_took_me_as_a_slave_and_I_was_no_longer_allowed_to_eat_meat_on_Friday,_but_this_is_something_else!
str_npc22_intro What_are_YOU_looking_at,_Wajin?
str_npc1_intro_response_1 What's_the_occasion?
str_npc2_intro_response_1 What_happened_to_you?
str_npc3_intro_response_1 Hello?...
str_npc4_intro_response_1 Hmm..._I_have_never_heard_of_Shinto_Muso-Ryu_jojutsu.
str_npc5_intro_response_1 Certainly._With_whom_do_I_have_the_pleasure_of_drinking?
str_npc6_intro_response_1 Why_so_gloomy,_friend?
str_npc7_intro_response_1 My_apologies._I_was_merely_going_to_say_that_you_look_a_bit_down_on_your_luck.
str_npc8_intro_response_1 Merely_to_pass_the_time_of_day,_nanban,_if_you're_not_otherwise_engaged.
str_npc9_intro_response_1 You_must_have_me_confused_with_the_innkeep,_ma'am.
str_npc10_intro_response_1 Why_do_you_say_that,_sir?
str_npc11_intro_response_1 Perhaps._What's_the_urgency?
str_npc12_intro_response_1 How_is_that?
str_npc13_intro_response_1 Um..._I_don't_think_so.
str_npc14_intro_response_1 To_pass_the_time_of_day_with_a_fellow_traveller,_if_you_permit.
str_npc15_intro_response_1 I_am._What_concern_is_it_of_your,_may_I_ask?
str_npc16_intro_response_1 I_could_be._What's_your_story?
str_npc17_intro_response_1 Calm_down,_I_only_want_to_make_conversation.
str_npc18_intro_response_1 What?_I'm_from_here,_Japan.
str_npc19_intro_response_1 Howdy.
str_npc20_intro_response_1 Why?
str_npc21_intro_response_1 I_know_what_you_mean,_brother.
str_npc22_intro_response_1 Wajin...?
str_npc1_intro_response_2 I_think_not,_sir.
str_npc2_intro_response_2 I_have_better_things_to_do.
str_npc3_intro_response_2 Run_along_now,_nanban._I_have_work_to_do.
str_npc4_intro_response_2 Eh?_No_thanks,_we_don't_want_any.
str_npc5_intro_response_2 I_have_no_time_for_that.
str_npc6_intro_response_2 No_doubt._Well,_good_luck_getting_found.
str_npc7_intro_response_2 Right._I'll_not_bother_you,_then.
str_npc8_intro_response_2 Nothing_at_all,_from_one_so_clearly_disinclined_to_pleasantries._Good_day_to_you.
str_npc9_intro_response_2 Serve_yourself!
str_npc10_intro_response_2 That's_rebel_talk,_and_I'll_hear_none_of_it._Good_day_to_you.
str_npc11_intro_response_2 Step_back,_and_keep_your_hand_away_from_my_purse.
str_npc12_intro_response_2 Sorry,_I_am_afraid_that_I_am_otherwise_engaged_right_now.
str_npc13_intro_response_2 No,_and_I_can't_say_that_I_much_want_to_make_your_acquaintance.
str_npc14_intro_response_2 Nothing_at_all._My_apologies.
str_npc15_intro_response_2 I'd_be_obliged_if_you_minded_your_own_business,_sir.
str_npc16_intro_response_2 Mind_your_own_business.
str_npc17_intro_response_2 Well,_I_never!
str_npc18_intro_response_2 (Avoid_eye_contact)
str_npc19_intro_response_2 Sayonara.
str_npc20_intro_response_2 Go_away.
str_npc21_intro_response_2 Eating_four-legged_animals_is_barbaric.
str_npc22_intro_response_2 Nothing_ma'am,_I'll_be_going_elsewhere_now.
str_npc1_backstory_a Why,_I_managed_to_have_my_lord_release_me_from_service,_my_good_{man/girl}._For_once_I've_got_my_freedom_and_I_intend_to_make_the_best_of_it.
str_npc2_backstory_a It's_a_tragic_tale,_{sir/madam}.
str_npc3_backstory_a God,_I_love_this_country.
